cluster_id,cluster,stress_relevant,case_only_cluster,GO,Term,Fisher,gene_LOC,enriched_in_CA,enriched_in_SE,enriched_in_CASE
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111124510,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111130453,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111133072,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111133073,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111133286,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111133288,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111133298,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111138319,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111100196,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111100239,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111100242,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111100549,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111100883,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111101063,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111105703,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111107264,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111107874,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111109514,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111110733,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111111685,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111114521,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111116587,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111117751,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0000209,protein polyubiquitination,2e-09,LOC111133290,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111100257,yes,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111100924,yes,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111100979,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111101074,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111101191,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111101543,yes,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111101967,yes,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111103020,yes,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111104490,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111105845,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111106790,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111107592,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111107786,yes,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111107935,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111110549,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111111679,yes,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111117740,yes,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111117745,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111117748,yes,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111117762,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111133277,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111133291,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111133294,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111133296,yes,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111135299,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111135301,yes,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111135305,yes,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111137552,yes,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111100197,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111100412,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111100882,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111100927,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111101112,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111101188,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111101190,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111101564,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111106791,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111107875,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111108202,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111111687,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111111836,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111114904,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111117742,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111124508,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111124510,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111130453,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111130532,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111133072,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111133073,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111133286,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111133288,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111133298,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111136988,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111138137,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111138319,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111100196,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111100239,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111100242,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111100549,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111100883,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111101063,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111105703,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111107264,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111107874,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111108397,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111109514,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111110733,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111111685,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111114521,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111116587,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111117751,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111120048,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111133290,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111134716,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4.1e-09,LOC111137886,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111100257,yes,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111100924,yes,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111100979,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111101074,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111101191,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111101543,yes,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111101967,yes,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111103020,yes,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111104490,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111105845,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111106790,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111107592,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111107786,yes,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111107935,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111110549,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111111679,yes,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111117740,yes,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111117745,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111117748,yes,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111117762,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111133277,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111133291,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111133294,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111133296,yes,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111135299,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111135301,yes,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111135305,yes,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111100197,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111100412,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111100546,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111100882,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111100927,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111101112,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111101188,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111101190,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111101564,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111106791,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111107875,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111111687,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111111836,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111114904,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111117742,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111118011,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111124508,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111124510,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111129312,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111130453,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111133072,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111133073,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111133286,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111133288,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111133298,no,yes,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111138319,no,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111100196,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111100239,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111100242,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111100549,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111100883,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111101063,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111105703,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111107264,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111107874,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111109514,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111110039,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111110733,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111111685,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111114521,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111116587,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111117751,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111119459,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111120473,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111120662,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111133290,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111134830,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111135190,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0061630,ubiquitin protein ligase activity,9.1e-09,LOC111137886,no,no,yes
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111100257,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111100419,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111100924,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111100979,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111101071,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111101074,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111101191,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111103020,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111104490,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111105198,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111105701,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111105845,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111106222,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111106719,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111106790,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111107657,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111107786,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111107935,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111108671,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111108684,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111110081,yes,yes,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111111431,yes,no,no
23,Ubiquitin-proteasome / translational repression,yes,no,GO:0008270,zinc ion binding,0.0019,LOC111111679,yes,no,no
